id,company_id,review_title,review_rating,review_date
3392,1294,Career growth opportunities,4.5,2022-12-02 14:08:53
3393,1961,Flexible working hours,2.3,2022-11-20 14:08:53
3394,1953,Good work-life balance,1.2,2023-02-09 14:08:53
3395,9,Supportive team,2.0,2025-08-08 14:08:53
3396,268,Flexible working hours,3.4,2024-06-02 14:08:53
3397,845,Career growth opportunities,1.2,2025-07-04 14:08:53
3398,859,High stress environment,3.9,2024-08-18 14:08:53
3399,381,Challenging projects,4.7,2024-03-08 14:08:53
3400,1560,Limited growth,1.1,2025-03-27 14:08:53
3401,836,Limited growth,1.7,2025-04-09 14:08:53
3402,334,Career growth opportunities,3.6,2025-04-10 14:08:53
3403,1216,Challenging projects,3.2,2024-12-09 14:08:53
3404,408,Amazing company culture,4.5,2023-01-27 14:08:53
3405,1058,Amazing company culture,4.8,2024-06-27 14:08:53
3406,1759,Competitive salary,2.0,2024-03-24 14:08:53
3407,1452,Amazing company culture,2.4,2023-08-18 14:08:53
3408,800,Fast-paced environment,3.6,2023-01-19 14:08:53
3409,1675,Supportive team,2.5,2025-11-09 14:08:53
3410,38,Good work-life balance,1.3,2025-09-30 14:08:53
3411,48,High stress environment,4.7,2023-06-20 14:08:53
3412,1164,Career growth opportunities,4.3,2023-10-08 14:08:53
3413,958,Challenging projects,2.4,2024-10-23 14:08:53
3414,850,Career growth opportunities,3.7,2024-07-29 14:08:53
3415,1192,Poor management,3.0,2023-10-18 14:08:53
3416,1372,Remote-friendly,4.3,2023-10-17 14:08:53
3417,765,Poor management,4.7,2023-10-20 14:08:53
3418,1159,Poor management,2.0,2024-03-02 14:08:53
3419,1951,Underpaid position,3.7,2024-12-03 14:08:53
3420,1252,Excellent benefits,1.1,2025-08-12 14:08:53
3421,1289,Underpaid position,4.6,2023-10-03 14:08:53
3422,858,High stress environment,1.5,2023-05-31 14:08:53
3423,147,High stress environment,3.7,2025-02-24 14:08:53
3424,107,Learning opportunities,1.1,2025-08-19 14:08:53
3425,54,High stress environment,3.0,2023-11-13 14:08:53
3426,1452,Remote-friendly,3.8,2024-09-29 14:08:53
3427,803,High stress environment,1.7,2023-07-29 14:08:53
3428,1046,Great place to work,1.5,2022-12-29 14:08:53
3429,1075,Career growth opportunities,2.0,2023-07-15 14:08:53
3430,458,Remote-friendly,4.4,2023-01-20 14:08:53
3431,828,Supportive team,1.3,2023-08-29 14:08:53
3432,1647,Supportive team,3.0,2022-11-21 14:08:53
3433,817,Learning opportunities,3.9,2024-02-19 14:08:53
3434,1748,Toxic workplace,2.5,2025-08-03 14:08:53
3435,1343,Poor management,2.0,2024-01-28 14:08:53
3436,607,Fast-paced environment,2.7,2024-11-10 14:08:53
3437,442,Fast-paced environment,2.0,2023-01-29 14:08:53
3438,1480,Excellent benefits,3.6,2023-01-20 14:08:53
3439,1621,Innovative environment,1.9,2025-04-28 14:08:53
3440,1748,Great place to work,3.3,2024-08-08 14:08:53
3441,1931,Fast-paced environment,1.7,2024-08-16 14:08:53
3442,735,Supportive team,1.4,2025-03-24 14:08:53
3443,1613,High stress environment,3.5,2024-04-26 14:08:53
3444,911,High stress environment,4.7,2023-02-19 14:08:53
3445,1679,High stress environment,4.0,2024-05-29 14:08:53
3446,1326,Poor management,4.5,2025-03-09 14:08:53
3447,265,Amazing company culture,2.3,2023-08-25 14:08:53
3448,575,Innovative environment,3.0,2023-02-14 14:08:53
3449,226,Strong leadership,2.9,2023-10-31 14:08:53
3450,1890,High stress environment,2.2,2023-03-24 14:08:53
3451,502,Remote-friendly,1.9,2025-06-15 14:08:53
3452,892,Limited growth,4.4,2025-07-22 14:08:53
3453,1798,Underpaid position,1.8,2024-08-17 14:08:53
3454,1593,Challenging projects,2.8,2023-11-08 14:08:53
3455,1007,Amazing company culture,1.4,2023-12-04 14:08:53
3456,1987,Amazing colleagues,3.7,2024-05-06 14:08:53
3457,1486,Competitive salary,2.7,2023-07-04 14:08:53
3458,1188,Underpaid position,1.0,2025-03-10 14:08:53
3459,1876,Innovative environment,3.7,2023-12-16 14:08:53
3460,525,Challenging projects,1.2,2023-04-02 14:08:53
3461,371,Fast-paced environment,3.9,2025-08-23 14:08:53
3462,254,Flexible working hours,2.8,2024-10-07 14:08:53
3463,1015,Career growth opportunities,1.5,2024-11-17 14:08:53
3464,1923,Amazing colleagues,2.4,2025-05-10 14:08:53
3465,37,Good work-life balance,3.2,2023-08-16 14:08:53
3466,619,Amazing company culture,1.5,2025-04-12 14:08:53
3467,441,Supportive team,4.6,2023-12-01 14:08:53
3468,731,Amazing colleagues,2.8,2025-03-07 14:08:53
3469,1174,Remote-friendly,3.0,2024-01-06 14:08:53
3470,353,Amazing company culture,4.7,2025-10-27 14:08:53
3471,910,Remote-friendly,3.0,2025-04-06 14:08:53
3472,27,Supportive team,1.2,2024-04-05 14:08:53
3473,1928,Challenging projects,2.0,2023-09-09 14:08:53
3474,1740,Competitive salary,1.4,2022-11-19 14:08:53
3475,1768,Supportive team,1.3,2024-04-23 14:08:53
3476,195,Competitive salary,1.2,2023-06-12 14:08:53
3477,1312,Poor management,1.6,2024-04-14 14:08:53
3478,1764,Amazing company culture,1.9,2023-09-03 14:08:53
3479,1541,Amazing colleagues,2.5,2024-06-22 14:08:53
3480,1341,Limited growth,4.6,2025-07-19 14:08:53
3481,19,Amazing colleagues,2.3,2024-01-20 14:08:53
3482,226,Fast-paced environment,4.4,2025-05-12 14:08:53
3483,1542,Fast-paced environment,2.7,2024-10-06 14:08:53
3484,1734,Amazing company culture,4.3,2022-12-07 14:08:53
3485,515,Learning opportunities,3.3,2023-04-30 14:08:53
3486,630,Great place to work,2.2,2024-06-17 14:08:53
3487,275,Remote-friendly,4.1,2025-01-27 14:08:53
3488,1064,Poor management,2.8,2024-03-22 14:08:53
3489,1669,Poor management,4.6,2023-04-24 14:08:53
3490,1911,Limited growth,2.2,2024-06-02 14:08:53
3491,800,Career growth opportunities,3.8,2024-08-28 14:08:53
3492,378,Amazing colleagues,2.4,2025-09-13 14:08:53
3493,740,Learning opportunities,3.5,2023-07-22 14:08:53
3494,1413,Supportive team,2.4,2025-03-28 14:08:53
3495,1995,Excellent benefits,3.2,2022-11-16 14:08:53
3496,1240,Learning opportunities,1.1,2023-11-26 14:08:53
3497,1042,Innovative environment,2.6,2024-02-22 14:08:53
3498,1881,Toxic workplace,4.8,2025-03-13 14:08:53
3499,812,Career growth opportunities,4.3,2025-07-16 14:08:53
3500,1835,Underpaid position,4.4,2025-01-22 14:08:53
3501,928,Excellent benefits,4.8,2025-07-30 14:08:53
3502,1745,Toxic workplace,2.0,2024-08-07 14:08:53
3503,804,Remote-friendly,4.8,2025-04-13 14:08:53
3504,1884,Flexible working hours,2.1,2022-12-30 14:08:53
3505,609,Flexible working hours,4.9,2025-07-15 14:08:53
3506,1607,Poor management,2.6,2025-01-30 14:08:53
3507,1318,Strong leadership,4.8,2023-12-19 14:08:53
3508,685,Great place to work,2.8,2025-07-18 14:08:53
3509,1905,Limited growth,1.4,2023-04-05 14:08:53
3510,590,Toxic workplace,4.9,2024-02-04 14:08:53
3511,588,Fast-paced environment,2.1,2025-06-29 14:08:53
3512,852,Career growth opportunities,4.5,2023-01-13 14:08:53
3513,49,Excellent benefits,4.0,2023-05-22 14:08:53
3514,1179,Underpaid position,4.9,2025-08-24 14:08:53
3515,1334,Career growth opportunities,2.0,2024-12-14 14:08:53
3516,1344,High stress environment,3.5,2024-03-16 14:08:53
3517,1626,Strong leadership,4.8,2024-02-11 14:08:53
3518,880,Supportive team,3.6,2023-06-22 14:08:53
3519,909,Good work-life balance,4.8,2025-06-06 14:08:53
3520,1742,Excellent benefits,2.8,2024-07-30 14:08:53
3521,636,Toxic workplace,3.2,2025-04-11 14:08:53
3522,1056,Innovative environment,2.1,2024-02-10 14:08:53
3523,282,Limited growth,3.1,2025-01-17 14:08:53
3524,1481,Remote-friendly,4.1,2025-08-01 14:08:53
3525,182,Innovative environment,3.3,2023-02-23 14:08:53
3526,1045,Competitive salary,1.7,2025-05-25 14:08:53
3527,1807,Poor management,1.9,2023-03-20 14:08:53
3528,594,Learning opportunities,1.5,2024-09-26 14:08:53
3529,146,Toxic workplace,1.9,2023-05-06 14:08:53
3530,775,Remote-friendly,4.4,2024-05-31 14:08:53
3531,1126,Toxic workplace,4.1,2023-03-12 14:08:53
3532,1724,Fast-paced environment,4.5,2023-10-08 14:08:53
3533,1405,Strong leadership,4.3,2023-09-20 14:08:53
3534,223,Amazing company culture,5.0,2024-12-10 14:08:53
3535,1899,Underpaid position,3.3,2025-07-19 14:08:53
3536,1123,Strong leadership,1.6,2022-11-23 14:08:53
3537,1873,Good work-life balance,2.4,2024-12-13 14:08:53
3538,1903,High stress environment,3.7,2025-11-07 14:08:53
3539,1100,Innovative environment,1.1,2024-08-10 14:08:53
3540,943,High stress environment,4.2,2025-08-25 14:08:53
3541,998,Great place to work,3.7,2022-11-28 14:08:53
3542,435,Challenging projects,3.3,2024-03-22 14:08:53
3543,1388,Good work-life balance,3.5,2023-08-04 14:08:53
3544,1871,Supportive team,1.5,2022-12-12 14:08:53
3545,356,Excellent benefits,4.0,2025-08-16 14:08:53
3546,956,Fast-paced environment,3.6,2024-03-17 14:08:53
3547,176,Flexible working hours,1.1,2024-08-11 14:08:53
3548,630,Great place to work,1.1,2025-06-01 14:08:53
3549,889,Career growth opportunities,1.3,2022-12-29 14:08:53
3550,924,Strong leadership,3.0,2023-04-06 14:08:53
3551,996,Innovative environment,3.7,2024-12-15 14:08:53
3552,1803,Fast-paced environment,3.9,2023-04-11 14:08:53
3553,1103,Limited growth,2.4,2024-06-29 14:08:53
3554,76,Learning opportunities,3.1,2024-04-14 14:08:53
3555,486,Strong leadership,2.3,2023-07-10 14:08:53
3556,1920,Amazing colleagues,2.1,2024-12-19 14:08:53
3557,24,High stress environment,1.5,2025-10-28 14:08:53
3558,618,Good work-life balance,2.1,2025-07-23 14:08:53
3559,890,Excellent benefits,2.2,2025-10-30 14:08:53
3560,899,Amazing colleagues,2.1,2023-12-10 14:08:53
3561,274,Underpaid position,2.9,2024-07-12 14:08:53
3562,50,Flexible working hours,3.2,2023-04-16 14:08:53
3563,1495,Toxic workplace,3.4,2024-09-25 14:08:53
3564,1480,Fast-paced environment,3.4,2023-06-24 14:08:53
3565,1817,Toxic workplace,4.4,2025-10-14 14:08:53
3566,346,Great place to work,2.0,2025-07-22 14:08:53
3567,1650,Fast-paced environment,1.4,2024-12-10 14:08:53
3568,498,Good work-life balance,3.7,2023-02-18 14:08:53
3569,1748,High stress environment,3.2,2024-04-10 14:08:53
3570,410,Toxic workplace,4.9,2022-11-17 14:08:53
3571,84,Fast-paced environment,4.5,2023-07-30 14:08:53
3572,524,Innovative environment,1.6,2023-02-07 14:08:53
3573,644,Supportive team,1.3,2023-11-16 14:08:53
3574,1655,Great place to work,3.8,2024-07-31 14:08:53
3575,1123,Poor management,1.5,2023-03-07 14:08:53
3576,1679,Flexible working hours,4.0,2023-09-24 14:08:53
3577,1545,Poor management,4.6,2024-05-30 14:08:53
3578,1359,Supportive team,2.5,2024-11-16 14:08:53
3579,1279,Career growth opportunities,1.3,2023-03-21 14:08:53
3580,127,Competitive salary,2.0,2024-06-22 14:08:53
3581,1687,Excellent benefits,2.4,2023-04-26 14:08:53
3582,673,Career growth opportunities,2.8,2025-04-18 14:08:53
3583,445,Supportive team,3.5,2025-11-10 14:08:53
3584,1529,Great place to work,4.0,2025-09-11 14:08:53
3585,628,Strong leadership,2.7,2023-10-12 14:08:53
3586,1347,Limited growth,2.7,2024-02-26 14:08:53
3587,1336,High stress environment,4.3,2024-02-11 14:08:53
3588,131,Limited growth,4.7,2024-04-17 14:08:53
3589,282,Toxic workplace,1.1,2025-09-05 14:08:53
3590,370,Innovative environment,4.8,2023-01-17 14:08:53
3591,269,Underpaid position,3.6,2023-04-28 14:08:53
3592,1314,Remote-friendly,3.5,2023-02-19 14:08:53
3593,993,Strong leadership,2.8,2023-04-28 14:08:53
3594,1278,Good work-life balance,4.4,2024-11-26 14:08:53
3595,1963,Excellent benefits,1.7,2024-08-20 14:08:53
3596,119,Underpaid position,1.8,2024-03-22 14:08:53
3597,1743,Remote-friendly,4.4,2025-05-26 14:08:53
3598,272,Amazing company culture,1.8,2022-11-16 14:08:53
3599,86,Excellent benefits,4.2,2023-03-19 14:08:53
3600,559,Amazing company culture,3.6,2024-07-08 14:08:53
3601,1751,Good work-life balance,2.9,2024-07-04 14:08:53
3602,1504,Limited growth,2.3,2025-07-08 14:08:53
3603,108,Supportive team,1.3,2022-12-07 14:08:53
3604,16,Amazing colleagues,3.9,2025-01-18 14:08:53
3605,1626,Great place to work,1.9,2024-03-12 14:08:53
3606,361,Underpaid position,1.5,2023-02-25 14:08:53
3607,1358,Challenging projects,1.2,2022-12-24 14:08:53
3608,1066,Innovative environment,3.3,2024-01-03 14:08:53
3609,908,Career growth opportunities,2.5,2023-01-31 14:08:53
3610,552,Underpaid position,1.2,2023-02-11 14:08:53
3611,373,Great place to work,2.6,2025-10-25 14:08:53
3612,1366,Challenging projects,2.9,2024-01-27 14:08:53
3613,1632,Learning opportunities,2.4,2023-01-19 14:08:53
3614,1240,Flexible working hours,3.5,2024-02-10 14:08:53
3615,1158,Competitive salary,3.7,2023-10-09 14:08:53
3616,241,High stress environment,4.6,2025-11-01 14:08:53
3617,212,Toxic workplace,4.3,2025-10-04 14:08:53
3618,375,Fast-paced environment,4.1,2024-12-07 14:08:53
3619,1353,Challenging projects,2.8,2023-10-17 14:08:53
3620,455,Fast-paced environment,1.8,2024-08-10 14:08:53
3621,1593,Career growth opportunities,2.0,2025-07-19 14:08:53
3622,126,Strong leadership,1.1,2023-01-28 14:08:53
3623,1870,Flexible working hours,4.4,2024-02-21 14:08:53
3624,1523,Challenging projects,3.1,2025-01-05 14:08:53
3625,1334,Career growth opportunities,2.1,2024-02-20 14:08:53
3626,1370,Career growth opportunities,4.3,2024-05-13 14:08:53
3627,1708,Toxic workplace,2.5,2023-11-13 14:08:53
3628,1494,Amazing company culture,3.2,2025-09-30 14:08:53
3629,241,Learning opportunities,3.3,2025-01-15 14:08:53
3630,1197,Poor management,3.1,2024-04-17 14:08:53
3631,1026,Toxic workplace,2.2,2025-07-02 14:08:53
3632,1228,Fast-paced environment,4.7,2023-08-01 14:08:53
3633,1205,Flexible working hours,3.1,2025-04-26 14:08:53
3634,1077,Excellent benefits,3.8,2025-01-26 14:08:53
3635,272,Good work-life balance,4.3,2024-03-07 14:08:53
3636,956,Challenging projects,3.3,2025-08-10 14:08:53
3637,1130,Good work-life balance,1.5,2023-08-24 14:08:53
3638,1459,Good work-life balance,4.8,2025-07-22 14:08:53
3639,961,Remote-friendly,1.2,2025-06-15 14:08:53
3640,843,Toxic workplace,2.7,2024-11-19 14:08:53
3641,621,Good work-life balance,4.9,2025-10-15 14:08:53
3642,602,Amazing company culture,2.6,2023-06-08 14:08:53
3643,503,Fast-paced environment,4.4,2025-09-09 14:08:53
3644,943,Competitive salary,1.5,2023-07-03 14:08:53
3645,557,Excellent benefits,4.1,2023-05-25 14:08:53
3646,851,Supportive team,4.2,2023-04-04 14:08:53
3647,1882,Great place to work,2.2,2024-07-18 14:08:53
3648,118,High stress environment,3.4,2024-02-02 14:08:53
3649,430,Poor management,3.5,2024-01-28 14:08:53
3650,639,Great place to work,3.3,2024-07-19 14:08:53
3651,507,Competitive salary,1.1,2024-06-20 14:08:53
3652,43,Amazing company culture,2.7,2024-03-04 14:08:53
3653,1829,Good work-life balance,3.6,2024-11-02 14:08:53
3654,493,Remote-friendly,2.6,2025-04-11 14:08:53
3655,272,Innovative environment,3.2,2025-03-09 14:08:53
3656,893,Career growth opportunities,2.4,2024-01-27 14:08:53
3657,1900,Underpaid position,3.3,2023-12-28 14:08:53
3658,93,Fast-paced environment,3.7,2025-09-29 14:08:53
3659,989,Toxic workplace,3.1,2025-08-29 14:08:53
3660,1879,Excellent benefits,2.2,2023-06-27 14:08:53
3661,1163,Poor management,4.3,2023-08-21 14:08:53
3662,626,Amazing colleagues,1.8,2025-06-04 14:08:53
3663,356,Innovative environment,2.8,2025-10-11 14:08:53
3664,1013,Learning opportunities,2.5,2025-07-05 14:08:53
3665,1840,Limited growth,1.7,2025-05-14 14:08:53
3666,1509,High stress environment,4.6,2024-08-18 14:08:53
3667,730,Toxic workplace,3.6,2025-05-28 14:08:53
3668,1403,Excellent benefits,3.3,2024-03-06 14:08:53
3669,964,Great place to work,1.5,2022-12-21 14:08:53
3670,1235,Toxic workplace,1.3,2024-12-14 14:08:53
3671,421,Excellent benefits,4.5,2024-06-10 14:08:53
3672,1159,Toxic workplace,3.8,2024-08-21 14:08:53
3673,1485,Innovative environment,3.0,2025-08-28 14:08:53
3674,1512,Strong leadership,3.6,2023-07-27 14:08:53
3675,362,Learning opportunities,4.5,2024-08-21 14:08:53
3676,58,Competitive salary,3.9,2024-08-02 14:08:53
3677,1618,Amazing company culture,3.7,2025-08-07 14:08:53
3678,1994,Limited growth,1.6,2024-04-28 14:08:53
3679,1864,Strong leadership,1.4,2022-12-30 14:08:53
3680,1889,Career growth opportunities,3.8,2023-01-29 14:08:53
3681,439,Flexible working hours,1.4,2022-12-07 14:08:53
3682,1672,Toxic workplace,3.4,2022-12-30 14:08:53
3683,1034,Underpaid position,4.7,2023-03-23 14:08:53
3684,985,Poor management,3.2,2025-09-26 14:08:53
3685,578,Underpaid position,1.9,2023-03-08 14:08:53
3686,1953,Career growth opportunities,1.1,2024-12-05 14:08:53
3687,1157,Supportive team,1.9,2024-08-24 14:08:53
3688,666,Career growth opportunities,4.5,2025-06-20 14:08:53
3689,1309,Challenging projects,2.6,2023-05-20 14:08:53
3690,1345,Flexible working hours,1.1,2023-07-28 14:08:53
3691,667,Excellent benefits,2.2,2023-05-30 14:08:53
3692,925,Toxic workplace,3.1,2023-12-27 14:08:53
3693,1702,Innovative environment,4.2,2023-05-20 14:08:53
3694,922,Toxic workplace,4.6,2024-09-02 14:08:53
3695,393,Limited growth,1.5,2023-10-22 14:08:53
3696,1287,Limited growth,3.8,2023-03-11 14:08:53
3697,1512,Remote-friendly,3.1,2025-08-19 14:08:53
3698,56,High stress environment,3.1,2025-09-08 14:08:53
3699,888,Competitive salary,2.2,2025-04-17 14:08:53
3700,1621,Toxic workplace,1.6,2023-11-05 14:08:53
3701,151,Challenging projects,2.3,2023-12-31 14:08:53
3702,1554,Career growth opportunities,1.7,2022-12-11 14:08:53
3703,1777,Underpaid position,1.9,2025-10-15 14:08:53
3704,1978,Great place to work,1.2,2024-07-20 14:08:53
3705,752,Underpaid position,2.6,2023-09-17 14:08:53
3706,1190,Supportive team,1.5,2023-08-17 14:08:53
3707,1818,Fast-paced environment,4.7,2025-02-12 14:08:53
3708,837,Good work-life balance,1.4,2023-09-28 14:08:53
3709,721,Poor management,3.4,2023-04-29 14:08:53
3710,1687,Fast-paced environment,1.9,2024-12-04 14:08:53
3711,1270,Innovative environment,1.2,2025-06-01 14:08:53
3712,732,Flexible working hours,3.0,2023-02-21 14:08:53
3713,436,High stress environment,2.9,2024-06-22 14:08:53
3714,512,Limited growth,2.9,2025-06-04 14:08:53
3715,594,Career growth opportunities,2.5,2025-01-30 14:08:53
3716,941,Remote-friendly,1.1,2023-07-30 14:08:53
3717,663,Challenging projects,1.4,2025-11-10 14:08:53
3718,1167,Supportive team,2.8,2023-11-21 14:08:53
3719,1483,High stress environment,1.4,2023-03-13 14:08:53
3720,522,Excellent benefits,3.8,2024-01-31 14:08:53
3721,805,Flexible working hours,4.2,2025-06-23 14:08:53
3722,676,Strong leadership,4.9,2025-08-12 14:08:53
3723,1694,Poor management,4.2,2024-03-12 14:08:53
3724,1374,Fast-paced environment,4.1,2025-04-21 14:08:53
3725,552,Great place to work,4.0,2024-11-06 14:08:53
3726,889,Amazing colleagues,4.3,2024-10-14 14:08:53
3727,1238,Toxic workplace,3.6,2024-07-09 14:08:53
3728,1230,Career growth opportunities,1.4,2023-02-06 14:08:53
3729,479,Flexible working hours,3.7,2024-10-01 14:08:53
3730,42,Toxic workplace,2.9,2023-12-27 14:08:53
3731,953,Amazing colleagues,4.5,2023-01-31 14:08:53
3732,1445,Good work-life balance,4.4,2024-06-08 14:08:53
3733,1744,Fast-paced environment,3.3,2025-09-24 14:08:53
3734,1809,Amazing colleagues,2.6,2022-11-19 14:08:53
3735,1288,Supportive team,2.8,2025-10-09 14:08:53
3736,790,Great place to work,4.8,2023-03-05 14:08:53
3737,1976,Amazing company culture,3.7,2025-04-23 14:08:53
3738,1467,Career growth opportunities,2.6,2024-11-07 14:08:53
3739,844,Amazing company culture,1.8,2024-12-03 14:08:53
3740,1671,Poor management,4.0,2024-08-26 14:08:53
3741,274,Poor management,1.3,2023-10-07 14:08:53
3742,375,Career growth opportunities,3.7,2025-05-28 14:08:53
3743,1494,Flexible working hours,3.4,2025-02-17 14:08:53
3744,1168,Amazing colleagues,2.8,2024-09-11 14:08:53
3745,1989,Career growth opportunities,2.6,2025-09-14 14:08:53
3746,128,Flexible working hours,3.5,2023-06-26 14:08:53
3747,1407,Competitive salary,2.7,2025-10-11 14:08:53
3748,1164,Innovative environment,1.3,2025-02-11 14:08:53
3749,1053,Remote-friendly,2.2,2023-07-22 14:08:53
3750,1645,Challenging projects,1.2,2023-02-19 14:08:53
3751,648,Fast-paced environment,2.4,2025-05-01 14:08:53
3752,180,Challenging projects,2.0,2023-01-24 14:08:53
3753,1464,Challenging projects,3.4,2024-05-22 14:08:53
3754,918,Innovative environment,3.5,2023-10-15 14:08:53
3755,296,Career growth opportunities,4.3,2023-09-03 14:08:53
3756,1444,Innovative environment,4.0,2025-06-28 14:08:53
3757,718,Supportive team,3.1,2024-11-05 14:08:53
3758,208,Learning opportunities,3.2,2025-06-01 14:08:53
3759,188,Competitive salary,2.7,2024-12-29 14:08:53
3760,1933,Fast-paced environment,1.2,2023-02-24 14:08:53
3761,241,Competitive salary,1.8,2025-05-01 14:08:53
3762,1686,Supportive team,1.8,2024-08-07 14:08:53
3763,1846,Fast-paced environment,5.0,2022-12-25 14:08:53
3764,1362,Great place to work,1.8,2024-11-09 14:08:53
3765,1673,Flexible working hours,4.1,2024-10-30 14:08:53
3766,597,Underpaid position,4.6,2023-08-03 14:08:53
3767,1047,Strong leadership,3.5,2024-12-20 14:08:53
3768,347,Underpaid position,4.4,2024-04-07 14:08:53
3769,299,Limited growth,2.4,2023-11-22 14:08:53
3770,407,Career growth opportunities,1.8,2025-03-17 14:08:53
3771,461,Underpaid position,4.9,2024-10-07 14:08:53
3772,723,Learning opportunities,1.5,2025-11-08 14:08:53
3773,1470,Excellent benefits,2.4,2023-12-07 14:08:53
3774,1447,Fast-paced environment,3.8,2024-03-19 14:08:53
3775,1764,Challenging projects,3.5,2025-10-03 14:08:53
3776,803,Learning opportunities,3.8,2025-05-29 14:08:53
3777,863,Excellent benefits,1.2,2023-10-14 14:08:53
3778,1303,Amazing company culture,4.1,2024-07-30 14:08:53
3779,777,Career growth opportunities,3.4,2024-04-28 14:08:53
3780,1973,Challenging projects,3.4,2025-04-14 14:08:53
3781,1173,Great place to work,2.6,2023-04-19 14:08:53
3782,833,Limited growth,1.9,2023-08-10 14:08:53
3783,1458,Learning opportunities,4.7,2025-07-20 14:08:53
3784,295,Remote-friendly,1.3,2023-07-11 14:08:53
3785,745,Challenging projects,3.9,2025-03-31 14:08:53
3786,305,Innovative environment,1.4,2025-01-07 14:08:53
3787,494,Strong leadership,2.2,2024-04-20 14:08:53
3788,1235,Flexible working hours,2.2,2023-08-19 14:08:53
3789,608,Fast-paced environment,3.4,2025-09-08 14:08:53
3790,1043,Excellent benefits,1.8,2024-12-18 14:08:53
3791,1049,Toxic workplace,2.2,2023-10-16 14:08:53
3792,734,Flexible working hours,4.3,2025-05-06 14:08:53
3793,1952,Remote-friendly,4.0,2025-05-09 14:08:53
3794,1403,High stress environment,4.3,2023-09-09 14:08:53
3795,438,Poor management,3.1,2024-08-09 14:08:53
3796,837,High stress environment,3.1,2024-01-31 14:08:53
3797,49,High stress environment,3.5,2024-04-29 14:08:53
3798,1036,Limited growth,4.7,2023-10-07 14:08:53
3799,1255,Underpaid position,3.2,2024-10-21 14:08:53
3800,1104,Supportive team,4.3,2025-07-04 14:08:53
3801,1635,High stress environment,4.2,2023-07-14 14:08:53
3802,563,Strong leadership,4.7,2024-04-08 14:08:53
3803,830,Supportive team,2.8,2023-01-22 14:08:53
3804,52,Remote-friendly,1.7,2025-05-04 14:08:53
3805,1558,Amazing company culture,2.6,2025-03-21 14:08:53
3806,58,Strong leadership,3.4,2023-12-25 14:08:53
3807,497,Competitive salary,4.9,2024-07-08 14:08:53
3808,1783,Poor management,3.3,2024-06-08 14:08:53
3809,1093,Amazing company culture,3.9,2025-02-03 14:08:53
3810,613,Career growth opportunities,3.4,2025-09-20 14:08:53
3811,1946,Great place to work,2.7,2023-07-20 14:08:53
3812,676,Remote-friendly,3.4,2023-10-25 14:08:53
3813,1284,Poor management,2.5,2023-12-12 14:08:53
3814,120,High stress environment,3.4,2023-09-17 14:08:53
3815,1982,Learning opportunities,4.6,2024-03-02 14:08:53
3816,198,Supportive team,2.5,2025-01-12 14:08:53
3817,195,Learning opportunities,3.1,2023-12-16 14:08:53
3818,1268,Strong leadership,2.2,2023-08-16 14:08:53
3819,1264,Poor management,4.0,2023-08-26 14:08:53
3820,1502,Underpaid position,3.1,2024-01-28 14:08:53
3821,1359,High stress environment,2.6,2024-11-07 14:08:53
3822,1055,Underpaid position,1.1,2025-04-29 14:08:53
3823,632,High stress environment,4.3,2025-04-20 14:08:53
3824,1311,Remote-friendly,2.8,2024-12-22 14:08:53
3825,1493,Competitive salary,1.9,2025-02-22 14:08:53
3826,797,Flexible working hours,3.1,2023-08-11 14:08:53
3827,1619,Innovative environment,4.4,2024-05-07 14:08:53
3828,116,Career growth opportunities,3.8,2023-08-08 14:08:53
3829,1608,Great place to work,3.0,2023-11-28 14:08:53
3830,1762,Good work-life balance,2.9,2022-11-29 14:08:53
3831,1004,Excellent benefits,3.1,2023-08-02 14:08:53
3832,753,Career growth opportunities,1.3,2023-10-06 14:08:53
3833,663,Amazing colleagues,1.0,2025-05-09 14:08:53
3834,1469,Supportive team,4.0,2024-11-02 14:08:53
3835,1835,Excellent benefits,5.0,2023-08-01 14:08:53
3836,102,Challenging projects,1.8,2024-03-27 14:08:53
3837,468,Strong leadership,2.5,2024-12-19 14:08:53
3838,1214,Career growth opportunities,3.6,2025-03-25 14:08:53
3839,68,Fast-paced environment,3.9,2025-01-01 14:08:53
3840,1046,Career growth opportunities,4.3,2022-12-21 14:08:53
3841,1763,Great place to work,1.3,2025-11-03 14:08:53
3842,47,Poor management,2.9,2024-05-30 14:08:53
3843,1304,Limited growth,2.7,2024-01-13 14:08:53
3844,1770,Supportive team,4.1,2023-12-18 14:08:53
3845,268,Challenging projects,3.4,2023-11-05 14:08:53
3846,1738,Fast-paced environment,2.2,2024-04-08 14:08:53
3847,1155,Poor management,2.6,2025-03-21 14:08:53
3848,293,High stress environment,1.2,2023-11-26 14:08:53
3849,1995,Amazing company culture,1.1,2025-06-14 14:08:53
3850,1907,Toxic workplace,1.4,2024-02-03 14:08:53
3851,1505,Amazing company culture,4.1,2025-07-21 14:08:53
3852,29,Supportive team,4.9,2023-02-10 14:08:53
3853,1506,Supportive team,4.9,2023-02-17 14:08:53
3854,1623,Challenging projects,3.4,2024-02-02 14:08:53
3855,933,Amazing company culture,3.6,2024-12-05 14:08:53
3856,902,Underpaid position,3.6,2023-07-14 14:08:53
3857,1875,Amazing colleagues,2.2,2024-01-16 14:08:53
3858,316,Innovative environment,1.8,2025-10-19 14:08:53
3859,893,Amazing colleagues,3.8,2024-05-07 14:08:53
